Img_name,IoU
000c9b4926cd78edd4c19cbc6beba111.png,0.4956156015396118
000cd2e13d1bdd28f480304d7bb9e1ca.png,0.7061574459075928
0016d83ce041f39f0a5d94382bf96369.png,0.4921102523803711
001a66b16b12f12dc45e2bba40e04683.png,0.49043917655944824
00211c06b1fe730097dde122cd4d3f8c.png,0.722533106803894
002f4f8be328c8c2f105f14613c6c291.png,0.49856311082839966
0036f906cb15e240f113184b5eed8c69.png,0.7262152433395386
0048f6c47de85cc4dc263912bd0ff6f5.png,0.7243235111236572
0049efd51c5af1d0ef72144a2cf611dd.png,0.4839125871658325
0054564ae183ad9a1b152eef0bc11e1d.png,0.49602726101875305
0058f13eef5b1a66e42666bbbb834ca9.png,0.49643027782440186
006e38304fa87bcfd82b6101c478730c.png,0.7380849123001099
0084d5a59b959293507052f5679d1be5.png,0.7029280662536621
008affddf98f57a36f142626a7247e6d.png,0.49837231636047363
008c5f4c625b35fad4c6ca66f0256adc.png,0.4943292438983917
00afbd72a337d3afe168b2c9550668c8.png,0.48413097858428955
00b6d6ed71e27101211bd77627e5c1b2.png,0.4835967421531677
00c344097e4bb8031790989c21ae6fe7.png,0.49739810824394226
00c87a3960917e9939005dca18826bb3.png,0.4983219802379608
00df4e94fea28af045f51846858a2e3e.png,0.24697262048721313
00e27e83cbe3a46985927cca8ea3709a.png,0.49277156591415405
0111b873aab4d03f6857584958a97324.png,0.4968927502632141
011b63573f6d2e7ea6eaaca179dae44d.png,0.42035773396492004
0130366b3bfa91d83c0ddee7152860ed.png,0.4981497526168823
013bbd7b768f5df6ed66f73a7a06e86f.png,0.7337286472320557
014cfa8e74760e2f66c6739d41a490f3.png,0.6997387409210205
016cff28a4e7fd521fb8b49cef62cbc3.png,0.49660199880599976
0180c5bbfcd5a0bf843dce7ddebee9eb.png,0.6761121153831482
01984124b1af253b42c6e12c050458db.png,0.7344098687171936
019a1e05bd9bf4d9c18d12f631b9cfc1.png,0.728367805480957
019bcc8173140cf39087ddaba8627fe7.png,0.7264235019683838
019cccd17cce14b6e866c760f66de034.png,0.3479997515678406
01a94dc56674f8f72fe08cc8f3331621.png,0.7394225001335144
01ac56f6b74c6c26821bef5efdf77237.png,0.49701762199401855
01d61798804df95fc556651b25bcdcd0.png,0.48644858598709106
01d9d7f79c8cebcda23517dec409a375.png,0.4902072548866272
01e96215f1c17323886c89ed48c4461c.png,0.49151602387428284
01ed7eabb51313eb438ce5b8027857a4.png,0.4835382103919983
01f4352428e683e146cce3f46000d96f.png,0.726596474647522
022de341651057fc50dd76a1991bd141.png,0.7237779498100281
02389d8de4ec5f040c639282732b53a1.png,0.4898158013820648
024124aa7f3c9baa0e2c2241700919f7.png,0.4952804744243622
02460361157b11a3c72badb8266ad0f5.png,0.43839478492736816
024ad80ecd6b9434d5deacb76d80207d.png,0.417945921421051
0266c5a97b98873303862929e880208c.png,0.9086960554122925
026cde9c0f82c6150298d36c9c4b1afd.png,0.49544277787208557
0284ea5e226976fc289ee2fd995adef9.png,0.4326845705509186
028e02cbbd949be8596196701dfcf47b.png,0.7428926229476929
029720c77ebda81f6a57efd7a34df406.png,0.6149131059646606
02a6350c321d16124f95f574d0f703f4.png,0.4959365427494049
02aab1b589c20ec1f527b7269f7ad829.png,0.49117323756217957
02b3166997b108860ed3568159af0cb1.png,0.7115598917007446
02dc9bb30689826398d59fe25d815c83.png,0.7371128797531128
02e84e3556b3d27d00168c01cd67d6d8.png,0.49305349588394165
02f0e51fa1292e3bbe15647ec420035e.png,0.4905318319797516
02f861ce7c8412907c9c9fd0201463ad.png,0.49697035551071167
0311183fbc672c633fc258563db8920e.png,0.7305297255516052
033d084b3233c89aa7d94a6336433f55.png,0.7134296298027039
03572beab54d343a740cf04a92148ff5.png,0.701755166053772
0366fd4463e7f00fc3bd2fd13240242f.png,0.4946271777153015
03798333bc43278f7dbf47691300ac03.png,0.4973519444465637
0388dbf2bdfcf994bf16ae7fe33adb83.png,0.7348170280456543
038d628a4e46e3f038e81e4155b4317d.png,0.7276362180709839
0394d05e6754a6b142adb8b7e8f47bc4.png,0.491235613822937
0395b3354b5d5046e3ed43cb78fbc700.png,0.7187379598617554
0398623cc7d64e2a302dd6b4a043561c.png,0.6538092494010925
039b11afc5c5975d3c1cabc37b28776e.png,0.48812514543533325
039b36414c5f9dbd9835a3c035fa86e6.png,0.4938473701477051
03a832041ef9b6872a576e7bd87badb0.png,0.7361727952957153
03bca82381d69df96f72ea2a39a3c43f.png,0.49236777424812317
03c6f467c7d4123a4407672599072ba7.png,0.7830047607421875
03c8448dd9d2881292b0796a35c760c7.png,0.4966701865196228
03cb6bba4c4e2f58774f4da53d91bbd8.png,0.5892516374588013
